,R,G,B
75947,30,30,30
75948,35,35,35
75949,27,27,27
75950,27,27,27
75951,27,27,27
75952,28,28,28
75953,30,30,30
75954,32,32,32
75955,29,29,29
75956,27,27,27
75957,34,34,34
75958,36,36,36
75959,28,28,28
75960,28,28,28
75961,30,30,30
75962,28,28,28
75963,29,29,29
75964,35,35,35
75965,30,30,30
75966,27,27,27
75967,36,36,36
75968,35,35,35
75969,27,27,27
75970,37,37,37
75971,35,35,35
75972,29,29,29
75973,34,34,34
75974,33,33,33
75975,34,34,34
75976,44,44,44
75977,32,32,32
75978,25,25,25
75979,39,39,39
75980,39,39,39
75981,27,27,27
75982,30,30,30
75983,29,29,29
75984,36,36,36
75985,25,25,25
75986,30,30,30
75987,41,41,41
75988,36,36,36
75989,30,30,30
75990,32,32,32
75991,33,33,33
75992,36,36,36
75993,27,27,27
75994,31,31,31
75995,35,35,35
75996,28,28,28
75997,31,31,31
75998,36,36,36
75999,29,29,29
76000,27,27,27
76001,32,32,32
76002,31,31,31
76003,31,31,31
76004,26,26,26
76005,30,30,30
76006,37,37,37
76007,24,24,24
76008,22,22,22
76009,21,21,21
76010,32,32,32
76011,28,28,28
76012,24,24,24
76013,29,29,29
76014,26,26,26
76015,29,29,29
76016,32,32,32
76017,24,24,24
76018,35,35,35
76019,31,31,31
76020,23,23,23
76021,33,33,33
76022,35,35,35
76023,32,32,32
76024,33,33,33
76025,32,32,32
76026,35,35,35
76027,32,32,32
76028,28,28,28
76029,36,36,36
76030,39,39,39
76031,28,28,28
76032,31,31,31
76033,36,36,36
76034,35,35,35
76035,29,29,29
76036,28,28,28
76037,33,33,33
76038,32,32,32
76039,27,27,27
76040,40,40,40
76041,32,32,32
76042,37,37,37
76043,41,41,41
76044,35,35,35
76045,39,39,39
76046,44,44,44
76047,36,36,36
76048,41,41,41
76049,40,40,40
76050,40,40,40
76051,40,40,40
76052,41,41,41
76053,41,41,41
76054,39,39,39
76055,38,38,38
76056,40,40,40
76057,45,45,45
76058,44,44,44
76059,47,47,47
76060,51,51,51
76061,46,46,46
76062,41,41,41
76063,48,48,48
76064,43,43,43
76065,48,48,48
76066,50,50,50
76067,49,49,49
76068,49,49,49
76069,52,52,52
76070,53,53,53
76071,52,52,52
76072,42,42,42
76073,43,43,43
76074,42,42,42
76075,42,42,42
76076,43,43,43
76077,47,47,47
76078,49,49,49
76079,50,50,50
76080,43,43,43
76081,45,45,45
76082,40,40,40
76083,43,43,43
76084,50,50,50
76085,43,43,43
76086,35,35,35
76087,43,43,43
76088,47,47,47
76089,46,46,46
76090,45,45,45
76091,47,47,47
76092,50,50,50
76093,51,51,51
76094,48,48,48
76095,43,43,43
76096,50,50,50
76097,46,46,46
76098,47,47,47
76099,54,54,54
76100,56,56,56
76101,50,50,50
76102,45,45,45
76103,45,45,45
76104,57,57,57
76105,52,52,52
76106,50,50,50
76107,53,53,53
76108,52,52,52
76109,47,47,47
76110,45,45,45
76111,46,46,46
76112,57,57,57
76113,53,53,53
76114,44,44,44
76115,45,45,45
76116,56,56,56
76117,55,55,55
76118,45,45,45
76119,44,44,44
76120,48,48,48
76121,48,48,48
76122,47,47,47
76123,50,50,50
76124,54,54,54
76125,51,51,51
76126,50,50,50
76127,56,56,56
76128,52,52,52
76129,46,46,46
76130,52,52,52
76131,56,56,56
76132,51,51,51
76133,55,55,55
76134,60,60,60
76135,55,55,55
76136,55,55,55
76137,55,55,55
76138,55,55,55
76139,55,55,55
76140,55,55,55
76141,55,55,55
76142,55,55,55
76143,55,55,55
76144,53,53,53
76145,53,53,53
76146,54,54,54
76147,54,54,54
76148,55,55,55
76149,56,56,56
76150,57,57,57
76151,57,57,57
76152,57,57,57
76153,57,57,57
76154,57,57,57
76155,57,57,57
76156,57,57,57
76157,57,57,57
76158,57,57,57
76159,57,57,57
76160,57,57,57
76161,57,57,57
76162,57,57,57
76163,57,57,57
76164,57,57,57
76165,57,57,57
76166,57,57,57
76167,57,57,57
76168,55,55,55
76169,58,58,58
76170,59,59,59
76171,58,58,58
76172,56,56,56
76173,55,55,55
76174,57,57,57
76175,59,59,59
76176,66,66,66
76177,64,64,64
76178,63,63,63
76179,62,62,62
76180,63,63,63
76181,63,63,63
76182,61,61,61
76183,60,60,60
76184,64,64,64
76185,64,64,64
76186,63,63,63
76187,62,62,62
76188,62,62,62
76189,61,61,61
76190,60,60,60
76191,60,60,60
76192,60,60,60
76193,61,61,61
76194,61,61,61
76195,62,62,62
76196,62,62,62
76197,63,63,63
76198,63,63,63
76199,64,64,64
76200,63,63,63
76201,62,62,62
76202,62,62,62
76203,61,61,61
76204,60,60,60
76205,59,59,59
76206,59,59,59
76207,58,58,58
76208,61,61,61
76209,61,61,61
76210,60,60,60
76211,58,58,58
76212,57,57,57
76213,55,55,55
76214,54,54,54
76215,53,53,53
76216,57,57,57
76217,57,57,57
76218,57,57,57
76219,56,56,56
76220,56,56,56
76221,55,55,55
76222,55,55,55
76223,54,54,54
76224,54,54,54
76225,54,54,54
76226,55,55,55
76227,55,55,55
76228,55,55,55
76229,55,55,55
76230,55,55,55
76231,56,56,56
76232,57,57,57
76233,57,57,57
76234,57,57,57
76235,57,57,57
76236,57,57,57
76237,57,57,57
76238,57,57,57
76239,57,57,57
76240,56,56,56
76241,56,56,56
76242,56,56,56
76243,56,56,56
76244,56,56,56
76245,56,56,56
76246,56,56,56
76247,56,56,56
76248,53,53,53
76249,53,53,53
76250,52,52,52
76251,51,51,51
76252,51,51,51
76253,50,50,50
76254,50,50,50
76255,50,50,50
76256,49,49,49
76257,48,48,48
76258,47,47,47
76259,46,46,46
76260,47,47,47
76261,47,47,47
76262,46,46,46
76263,44,44,44
76264,44,44,44
76265,44,44,44
76266,44,44,44
76267,43,43,43
76268,42,42,42
76269,42,42,42
76270,41,41,41
76271,41,41,41
76272,40,40,40
76273,40,40,40
76274,40,40,40
76275,40,40,40
76276,40,40,40
76277,40,40,40
76278,40,40,40
76279,40,40,40
76280,42,42,42
76281,42,42,42
76282,42,42,42
76283,42,42,42
76284,42,42,42
76285,42,42,42
76286,42,42,42
76287,42,42,42
76288,41,41,41
76289,41,41,41
76290,41,41,41
76291,41,41,41
76292,41,41,41
76293,41,41,41
76294,41,41,41
76295,41,41,41
76296,40,40,40
76297,40,40,40
76298,39,39,39
76299,39,39,39
76300,38,38,38
76301,38,38,38
76302,37,37,37
76303,37,37,37
76304,40,40,40
76305,40,40,40
76306,40,40,40
76307,40,40,40
76308,40,40,40
76309,40,40,40
76310,40,40,40
76311,40,40,40
76312,40,40,40
76313,40,40,40
76314,39,39,39
76315,38,38,38
76316,38,38,38
76317,37,37,37
76318,37,37,37
76319,36,36,36
76320,36,36,36
76321,36,36,36
76322,37,37,37
76323,37,37,37
76324,37,37,37
76325,37,37,37
76326,37,37,37
76327,37,37,37
76328,37,37,37
76329,37,37,37
76330,35,35,35
76331,35,35,35
76332,35,35,35
76333,35,35,35
76334,35,35,35
76335,35,35,35
76336,35,35,35
76337,35,35,35
76338,34,34,34
76339,33,33,33
76340,29,29,29
76341,31,31,31
76342,37,37,37
76343,33,33,33
76344,29,29,29
76345,34,34,34
76346,34,34,34
76347,33,33,33
76348,33,33,33
76349,34,34,34
76350,35,35,35
76351,36,36,36
76352,36,36,36
76353,35,35,35
76354,29,29,29
76355,31,31,31
76356,32,32,32
76357,31,31,31
76358,30,30,30
76359,29,29,29
76360,30,30,30
76361,31,31,31
76362,28,28,28
76363,26,26,26
76364,31,31,31
76365,27,27,27
76366,25,25,25
76367,28,28,28
76368,25,25,25
76369,31,31,31
76370,30,30,30
76371,30,30,30
76372,28,28,28
76373,27,27,27
76374,27,27,27
76375,28,28,28
76376,30,30,30
76377,30,30,30
76378,27,27,27
76379,28,28,28
76380,30,30,30
76381,32,32,32
76382,33,33,33
76383,32,32,32
76384,28,28,28
76385,25,25,25
76386,27,27,27
76387,32,32,32
76388,32,32,32
76389,31,31,31
76390,23,23,23
76391,23,23,23
76392,34,34,34
76393,29,29,29
76394,31,31,31
76395,23,23,23
76396,24,24,24
76397,28,28,28
76398,26,26,26
76399,27,27,27
76400,31,31,31
76401,29,29,29
76402,24,24,24
76403,25,25,25
76404,28,28,28
76405,31,31,31
76406,28,28,28
76407,26,26,26
76408,28,28,28
76409,30,30,30
76410,30,30,30
76411,27,27,27
76412,32,32,32
76413,36,36,36
76414,30,30,30
76415,24,24,24
76416,26,26,26
76417,30,30,30
76418,26,26,26
76419,28,28,28
76420,22,22,22
76421,29,29,29
76422,33,33,33
76423,27,27,27
76424,28,28,28
76425,28,28,28
76426,26,26,26
76427,30,30,30
76428,33,33,33
76429,29,29,29
76430,26,26,26
76431,32,32,32
76432,35,35,35
76433,29,29,29
76434,25,25,25
76435,32,32,32
76436,31,31,31
76437,28,28,28
76438,31,31,31
76439,31,31,31
76440,30,30,30
76441,34,34,34
76442,33,33,33
76443,28,28,28
76444,37,37,37
76445,34,34,34
76446,27,27,27
76447,33,33,33
76448,33,33,33
76449,32,32,32
76450,37,37,37
76451,34,34,34
76452,28,28,28
76453,33,33,33
76454,34,34,34
76455,31,31,31
76456,33,33,33
76457,26,26,26
76458,33,33,33
76459,35,35,35
76460,31,31,31
76461,32,32,32
76462,39,39,39
76463,32,32,32
76464,25,25,25
76465,31,31,31
76466,37,37,37
76467,29,29,29
76468,31,31,31
76469,32,32,32
76470,28,28,28
76471,32,32,32
76472,34,34,34
76473,24,24,24
76474,30,30,30
76475,32,32,32
76476,30,30,30
76477,28,28,28
76478,24,24,24
76479,29,29,29
76480,37,37,37
76481,27,27,27
76482,23,23,23
76483,23,23,23
76484,32,32,32
76485,28,28,28
76486,25,25,25
76487,30,30,30
76488,27,27,27
76489,29,29,29
76490,33,33,33
76491,25,25,25
76492,34,34,34
76493,31,31,31
76494,25,25,25
76495,34,34,34
76496,36,36,36
76497,32,32,32
76498,33,33,33
76499,33,33,33
76500,37,37,37
76501,34,34,34
76502,29,29,29
76503,35,35,35
76504,39,39,39
76505,30,30,30
76506,26,26,26
76507,31,31,31
76508,32,32,32
76509,29,29,29
76510,30,30,30
76511,36,36,36
76512,37,37,37
76513,33,33,33
76514,38,38,38
76515,31,31,31
76516,35,35,35
76517,39,39,39
76518,34,34,34
76519,37,37,37
76520,42,42,42
76521,34,34,34
76522,45,45,45
76523,44,44,44
76524,42,42,42
76525,41,41,41
76526,41,41,41
76527,42,42,42
76528,43,43,43
76529,44,44,44
76530,37,37,37
76531,38,38,38
76532,41,41,41
76533,49,49,49
76534,56,56,56
76535,49,49,49
76536,44,44,44
76537,51,51,51
76538,44,44,44
76539,45,45,45
76540,46,46,46
76541,46,46,46
76542,47,47,47
76543,47,47,47
76544,48,48,48
76545,48,48,48
76546,48,48,48
76547,47,47,47
76548,44,44,44
76549,41,41,41
76550,41,41,41
76551,45,45,45
76552,51,51,51
76553,55,55,55
76554,42,42,42
76555,42,42,42
76556,39,39,39
76557,41,41,41
76558,50,50,50
76559,54,54,54
76560,49,49,49
76561,46,46,46
76562,48,48,48
76563,46,46,46
76564,46,46,46
76565,47,47,47
76566,45,45,45
76567,43,43,43
76568,49,49,49
76569,58,58,58
76570,47,47,47
76571,45,45,45
76572,43,43,43
76573,46,46,46
76574,52,52,52
76575,55,55,55
76576,51,51,51
76577,44,44,44
76578,41,41,41
76579,43,43,43
76580,48,48,48
76581,53,53,53
76582,54,54,54
76583,51,51,51
76584,48,48,48
76585,48,48,48
76586,39,39,39
76587,46,46,46
76588,44,44,44
76589,43,43,43
76590,53,53,53
76591,59,59,59
76592,57,57,57
76593,56,56,56
76594,45,45,45
76595,47,47,47
76596,46,46,46
76597,47,47,47
76598,51,51,51
76599,50,50,50
76600,49,49,49
76601,53,53,53
76602,54,54,54
76603,52,52,52
76604,54,54,54
76605,56,56,56
76606,53,53,53
76607,55,55,55
76608,57,57,57
76609,55,55,55
76610,55,55,55
76611,55,55,55
76612,55,55,55
76613,55,55,55
76614,55,55,55
76615,55,55,55
76616,55,55,55
76617,55,55,55
76618,54,54,54
76619,54,54,54
76620,53,53,53
76621,53,53,53
76622,53,53,53
76623,54,54,54
76624,55,55,55
76625,56,56,56
76626,54,54,54
76627,54,54,54
76628,55,55,55
76629,56,56,56
76630,57,57,57
76631,58,58,58
76632,58,58,58
76633,59,59,59
76634,57,57,57
76635,57,57,57
76636,57,57,57
76637,57,57,57
76638,57,57,57
76639,57,57,57
76640,57,57,57
76641,57,57,57
76642,54,54,54
76643,55,55,55
76644,57,57,57
76645,57,57,57
76646,57,57,57
76647,58,58,58
76648,59,59,59
76649,60,60,60
76650,61,61,61
76651,60,60,60
76652,60,60,60
76653,61,61,61
76654,63,63,63
76655,64,64,64
76656,63,63,63
76657,62,62,62
76658,61,61,61
76659,61,61,61
76660,61,61,61
76661,60,60,60
76662,60,60,60
76663,60,60,60
76664,60,60,60
76665,59,59,59
76666,60,60,60
76667,61,61,61
76668,61,61,61
76669,62,62,62
76670,62,62,62
76671,63,63,63
76672,63,63,63
76673,64,64,64
76674,63,63,63
76675,62,62,62
76676,62,62,62
76677,61,61,61
76678,60,60,60
76679,60,60,60
76680,59,59,59
76681,59,59,59
76682,60,60,60
76683,60,60,60
76684,59,59,59
76685,58,58,58
76686,58,58,58
76687,57,57,57
76688,56,56,56
76689,56,56,56
76690,57,57,57
76691,57,57,57
76692,57,57,57
76693,56,56,56
76694,55,55,55
76695,55,55,55
76696,54,54,54
76697,54,54,54
76698,54,54,54
76699,54,54,54
76700,54,54,54
76701,54,54,54
76702,54,54,54
76703,54,54,54
76704,54,54,54
76705,54,54,54
76706,56,56,56
76707,56,56,56
76708,56,56,56
76709,56,56,56
76710,56,56,56
76711,56,56,56
76712,56,56,56
76713,56,56,56
76714,55,55,55
76715,55,55,55
76716,55,55,55
76717,55,55,55
76718,55,55,55
76719,55,55,55
76720,55,55,55
76721,55,55,55
76722,52,52,52
76723,52,52,52
76724,52,52,52
76725,51,51,51
76726,51,51,51
76727,50,50,50
76728,50,50,50
76729,49,49,49
76730,49,49,49
76731,48,48,48
76732,47,47,47
76733,46,46,46
76734,47,47,47
76735,47,47,47
76736,46,46,46
76737,44,44,44
76738,44,44,44
76739,44,44,44
76740,44,44,44
76741,43,43,43
76742,42,42,42
76743,42,42,42
76744,41,41,41
76745,41,41,41
76746,40,40,40
76747,40,40,40
76748,40,40,40
76749,40,40,40
76750,40,40,40
76751,40,40,40
76752,40,40,40
76753,40,40,40
76754,42,42,42
76755,42,42,42
76756,42,42,42
76757,42,42,42
76758,42,42,42
76759,42,42,42
76760,42,42,42
76761,42,42,42
76762,41,41,41
76763,41,41,41
76764,41,41,41
76765,41,41,41
76766,41,41,41
76767,41,41,41
76768,41,41,41
76769,41,41,41
76770,40,40,40
76771,40,40,40
76772,40,40,40
76773,39,39,39
76774,38,38,38
76775,38,38,38
76776,37,37,37
76777,37,37,37
76778,40,40,40
76779,40,40,40
76780,40,40,40
76781,40,40,40
76782,40,40,40
76783,40,40,40
76784,40,40,40
76785,40,40,40
76786,39,39,39
76787,39,39,39
76788,40,40,40
76789,39,39,39
76790,39,39,39
76791,38,38,38
76792,38,38,38
76793,37,37,37
76794,37,37,37
76795,36,36,36
76796,37,37,37
76797,37,37,37
76798,37,37,37
76799,37,37,37
76800,37,37,37
76801,37,37,37
76802,37,37,37
76803,37,37,37
76804,35,35,35
76805,35,35,35
76806,35,35,35
76807,35,35,35
76808,35,35,35
76809,35,35,35
76810,35,35,35
76811,35,35,35
76812,33,33,33
76813,35,35,35
76814,33,33,33
76815,34,34,34
76816,35,35,35
76817,32,32,32
76818,31,31,31
76819,36,36,36
76820,34,34,34
76821,35,35,35
76822,35,35,35
76823,34,34,34
76824,33,33,33
76825,32,32,32
76826,32,32,32
76827,33,33,33
76828,29,29,29
76829,30,30,30
76830,31,31,31
76831,31,31,31
76832,29,29,29
76833,29,29,29
76834,30,30,30
76835,31,31,31
76836,27,27,27
76837,25,25,25
76838,31,31,31
76839,28,28,28
76840,27,27,27
76841,29,29,29
76842,25,25,25
76843,29,29,29
76844,30,30,30
76845,29,29,29
76846,28,28,28
76847,27,27,27
76848,27,27,27
76849,28,28,28
76850,29,29,29
76851,30,30,30
76852,26,26,26
76853,27,27,27
76854,28,28,28
76855,30,30,30
76856,31,31,31
76857,30,30,30
76858,27,27,27
76859,24,24,24
76860,25,25,25
76861,30,30,30
76862,30,30,30
76863,30,30,30
76864,24,24,24
76865,23,23,23
76866,34,34,34
76867,31,31,31
76868,30,30,30
76869,23,23,23
76870,24,24,24
76871,27,27,27
76872,26,26,26
76873,27,27,27
76874,30,30,30
76875,29,29,29
76876,23,23,23
76877,25,25,25
76878,29,29,29
76879,29,29,29
76880,26,26,26
76881,28,28,28
76882,30,30,30
76883,27,27,27
76884,31,31,31
76885,25,25,25
76886,28,28,28
76887,34,34,34
76888,30,30,30
76889,25,25,25
76890,25,25,25
76891,27,27,27
76892,27,27,27
76893,29,29,29
76894,22,22,22
76895,26,26,26
76896,31,31,31
76897,27,27,27
76898,29,29,29
76899,30,30,30
76900,24,24,24
76901,30,30,30
76902,35,35,35
76903,31,31,31
76904,25,25,25
76905,29,29,29
76906,34,34,34
76907,31,31,31
76908,23,23,23
76909,34,34,34
76910,35,35,35
76911,28,28,28
76912,28,28,28
76913,31,31,31
76914,32,32,32
76915,33,33,33
76916,31,31,31
76917,28,28,28
76918,36,36,36
76919,32,32,32
76920,26,26,26
76921,33,33,33
76922,34,34,34
76923,30,30,30
76924,29,29,29
76925,36,36,36
76926,31,31,31
76927,27,27,27
76928,29,29,29
76929,35,35,35
76930,36,36,36
76931,24,24,24
76932,30,30,30
76933,44,44,44
76934,32,32,32
76935,23,23,23
76936,39,39,39
76937,35,35,35
76938,21,21,21
76939,28,28,28
76940,36,36,36
76941,30,30,30
76942,31,31,31
76943,30,30,30
76944,26,26,26
76945,31,31,31
76946,31,31,31
76947,19,19,19
76948,31,31,31
76949,33,33,33
76950,28,28,28
76951,25,25,25
76952,23,23,23
76953,27,27,27
76954,36,36,36
76955,29,29,29
76956,24,24,24
76957,27,27,27
76958,33,33,33
76959,29,29,29
76960,28,28,28
76961,32,32,32
76962,29,29,29
76963,29,29,29
76964,34,34,34
76965,28,28,28
76966,33,33,33
76967,31,31,31
76968,27,27,27
76969,35,35,35
76970,37,37,37
76971,32,32,32
76972,32,32,32
76973,34,34,34
76974,39,39,39
76975,36,36,36
76976,28,28,28
76977,34,34,34
76978,39,39,39
76979,32,32,32
76980,29,29,29
76981,33,33,33
76982,34,34,34
76983,30,30,30
76984,31,31,31
76985,36,36,36
76986,36,36,36
76987,33,33,33
76988,38,38,38
76989,32,32,32
76990,35,35,35
76991,38,38,38
76992,35,35,35
76993,38,38,38
76994,41,41,41
76995,35,35,35
76996,46,46,46
76997,45,45,45
76998,42,42,42
76999,39,39,39
77000,39,39,39
77001,41,41,41
77002,45,45,45
77003,48,48,48
77004,49,49,49
77005,43,43,43
77006,39,39,39
77007,44,44,44
77008,50,50,50
77009,46,46,46
77010,45,45,45
77011,52,52,52
77012,46,46,46
77013,44,44,44
77014,44,44,44
77015,46,46,46
77016,47,47,47
77017,47,47,47
77018,47,47,47
77019,47,47,47
77020,49,49,49
77021,48,48,48
77022,47,47,47
77023,45,45,45
77024,44,44,44
77025,46,46,46
77026,52,52,52
77027,58,58,58
77028,48,48,48
77029,48,48,48
77030,47,47,47
77031,44,44,44
77032,45,45,45
77033,53,53,53
77034,54,54,54
77035,44,44,44
77036,44,44,44
77037,42,42,42
77038,46,46,46
77039,54,54,54
77040,52,52,52
77041,43,43,43
77042,42,42,42
77043,49,49,49
77044,57,57,57
77045,55,55,55
77046,48,48,48
77047,39,39,39
77048,41,41,41
77049,49,49,49
77050,51,51,51
77051,46,46,46
77052,48,48,48
77053,49,49,49
77054,48,48,48
77055,43,43,43
77056,42,42,42
77057,46,46,46
77058,53,53,53
77059,56,56,56
77060,43,43,43
77061,54,54,54
77062,54,54,54
77063,45,45,45
77064,46,46,46
77065,50,50,50
77066,50,50,50
77067,48,48,48
77068,45,45,45
77069,49,49,49
77070,48,48,48
77071,47,47,47
77072,51,51,51
77073,52,52,52
77074,51,51,51
77075,53,53,53
77076,56,56,56
77077,58,58,58
77078,56,56,56
77079,55,55,55
77080,57,57,57
77081,56,56,56
77082,53,53,53
77083,56,56,56
77084,56,56,56
77085,56,56,56
77086,56,56,56
77087,56,56,56
77088,56,56,56
77089,56,56,56
77090,56,56,56
77091,56,56,56
77092,58,58,58
77093,57,57,57
77094,55,55,55
77095,54,54,54
77096,54,54,54
77097,54,54,54
77098,56,56,56
77099,57,57,57
77100,52,52,52
77101,53,53,53
77102,54,54,54
77103,55,55,55
77104,57,57,57
77105,58,58,58
77106,59,59,59
77107,60,60,60
77108,58,58,58
77109,58,58,58
77110,58,58,58
77111,58,58,58
77112,58,58,58
77113,58,58,58
77114,58,58,58
77115,58,58,58
77116,57,57,57
77117,56,56,56
77118,56,56,56
77119,57,57,57
77120,58,58,58
77121,59,59,59
77122,59,59,59
77123,58,58,58
77124,56,56,56
77125,56,56,56
77126,56,56,56
77127,59,59,59
77128,62,62,62
77129,64,64,64
77130,64,64,64
77131,64,64,64
77132,58,58,58
77133,58,58,58
77134,59,59,59
77135,59,59,59
77136,59,59,59
77137,60,60,60
77138,60,60,60
77139,60,60,60
77140,60,60,60
77141,61,61,61
77142,61,61,61
77143,62,62,62
77144,62,62,62
77145,63,63,63
77146,63,63,63
77147,64,64,64
77148,62,62,62
77149,62,62,62
77150,62,62,62
77151,61,61,61
77152,61,61,61
77153,60,60,60
77154,60,60,60
77155,60,60,60
77156,60,60,60
77157,60,60,60
77158,60,60,60
77159,60,60,60
77160,59,59,59
77161,59,59,59
77162,58,58,58
77163,58,58,58
77164,57,57,57
77165,57,57,57
77166,57,57,57
77167,56,56,56
77168,55,55,55
77169,55,55,55
77170,54,54,54
77171,54,54,54
77172,54,54,54
77173,54,54,54
77174,53,53,53
77175,53,53,53
77176,53,53,53
77177,53,53,53
77178,53,53,53
77179,53,53,53
77180,54,54,54
77181,54,54,54
77182,54,54,54
77183,54,54,54
77184,54,54,54
77185,54,54,54
77186,54,54,54
77187,54,54,54
77188,54,54,54
77189,54,54,54
77190,54,54,54
77191,54,54,54
77192,54,54,54
77193,54,54,54
77194,54,54,54
77195,54,54,54
77196,52,52,52
77197,52,52,52
77198,51,51,51
77199,51,51,51
77200,50,50,50
77201,50,50,50
77202,49,49,49
77203,49,49,49
77204,49,49,49
77205,48,48,48
77206,47,47,47
77207,46,46,46
77208,47,47,47
77209,47,47,47
77210,46,46,46
77211,44,44,44
77212,44,44,44
77213,44,44,44
77214,44,44,44
77215,43,43,43
77216,42,42,42
77217,42,42,42
77218,41,41,41
77219,41,41,41
77220,41,41,41
77221,41,41,41
77222,41,41,41
77223,41,41,41
77224,41,41,41
77225,41,41,41
77226,41,41,41
77227,41,41,41
77228,41,41,41
77229,41,41,41
77230,41,41,41
77231,41,41,41
77232,41,41,41
77233,41,41,41
77234,41,41,41
77235,41,41,41
77236,40,40,40
77237,40,40,40
77238,40,40,40
77239,40,40,40
77240,40,40,40
77241,40,40,40
77242,40,40,40
77243,40,40,40
77244,41,41,41
77245,40,40,40
77246,40,40,40
77247,39,39,39
77248,39,39,39
77249,38,38,38
77250,38,38,38
77251,38,38,38
77252,40,40,40
77253,40,40,40
77254,40,40,40
77255,40,40,40
77256,40,40,40
77257,40,40,40
77258,40,40,40
77259,40,40,40
77260,39,39,39
77261,39,39,39
77262,40,40,40
77263,39,39,39
77264,39,39,39
77265,38,38,38
77266,38,38,38
77267,37,37,37
77268,37,37,37
77269,36,36,36
77270,36,36,36
77271,36,36,36
77272,36,36,36
77273,36,36,36
77274,36,36,36
77275,36,36,36
77276,36,36,36
77277,36,36,36
77278,35,35,35
77279,35,35,35
77280,35,35,35
77281,35,35,35
77282,35,35,35
77283,35,35,35
77284,35,35,35
77285,35,35,35
77286,32,32,32
77287,35,35,35
77288,37,37,37
77289,36,36,36
77290,33,33,33
77291,31,31,31
77292,33,33,33
77293,37,37,37
77294,32,32,32
77295,34,34,34
77296,35,35,35
77297,34,34,34
77298,31,31,31
77299,30,30,30
77300,31,31,31
77301,33,33,33
77302,28,28,28
77303,30,30,30
77304,31,31,31
77305,30,30,30
77306,29,29,29
77307,28,28,28
77308,29,29,29
77309,30,30,30
77310,26,26,26
77311,25,25,25
77312,31,31,31
77313,29,29,29
77314,28,28,28
77315,30,30,30
77316,25,25,25
77317,27,27,27
77318,29,29,29
77319,29,29,29
77320,27,27,27
77321,26,26,26
77322,26,26,26
77323,27,27,27
77324,29,29,29
77325,29,29,29
77326,26,26,26
77327,26,26,26
77328,26,26,26
77329,28,28,28
77330,29,29,29
77331,29,29,29
77332,26,26,26
77333,24,24,24
77334,23,23,23
77335,29,29,29
77336,28,28,28
77337,29,29,29
77338,25,25,25
77339,23,23,23
77340,33,33,33
77341,33,33,33
77342,29,29,29
77343,24,24,24
77344,23,23,23
77345,26,26,26
77346,27,27,27
77347,27,27,27
77348,28,28,28
77349,29,29,29
77350,23,23,23
77351,24,24,24
77352,29,29,29
77353,28,28,28
77354,24,24,24
77355,29,29,29
77356,32,32,32
77357,24,24,24
77358,31,31,31
77359,23,23,23
77360,25,25,25
77361,31,31,31
77362,30,30,30
77363,26,26,26
77364,24,24,24
77365,24,24,24
77366,29,29,29
77367,31,31,31
77368,22,22,22
77369,24,24,24
77370,28,28,28
77371,26,26,26
77372,31,31,31
77373,31,31,31
77374,23,23,23
77375,29,29,29
77376,35,35,35
77377,32,32,32
77378,24,24,24
77379,26,26,26
77380,33,33,33
77381,33,33,33
77382,24,24,24
77383,31,31,31
77384,34,34,34
77385,32,32,32
77386,28,28,28
77387,27,27,27
77388,31,31,31
77389,35,35,35
77390,29,29,29
77391,29,29,29
77392,35,35,35
77393,32,32,32
77394,25,25,25
77395,31,31,31
77396,35,35,35
77397,28,28,28
77398,25,25,25
77399,35,35,35
77400,32,32,32
77401,23,23,23
77402,27,27,27
77403,36,36,36
77404,35,35,35
77405,24,24,24
77406,29,29,29
77407,41,41,41
77408,33,33,33
77409,23,23,23
77410,32,32,32
77411,36,36,36
77412,27,27,27
77413,24,24,24
77414,29,29,29
77415,29,29,29
77416,32,32,32
77417,29,29,29
77418,25,25,25
77419,30,30,30
77420,30,30,30
77421,21,21,21
77422,30,30,30
77423,33,33,33
77424,27,27,27
77425,26,26,26
77426,25,25,25
77427,27,27,27
77428,34,34,34
77429,29,29,29
77430,25,25,25
77431,31,31,31
77432,33,33,33
77433,28,28,28
77434,30,30,30
77435,33,33,33
77436,30,30,30
77437,28,28,28
77438,34,34,34
77439,30,30,30
77440,32,32,32
77441,31,31,31
77442,29,29,29
77443,36,36,36
77444,38,38,38
77445,33,33,33
77446,30,30,30
77447,32,32,32
77448,38,38,38
77449,36,36,36
77450,27,27,27
77451,30,30,30
77452,37,37,37
77453,32,32,32
77454,31,31,31
77455,34,34,34
77456,35,35,35
77457,32,32,32
77458,33,33,33
77459,36,36,36
77460,36,36,36
77461,34,34,34
77462,40,40,40
77463,36,36,36
77464,38,38,38
77465,40,40,40
77466,39,39,39
77467,41,41,41
77468,43,43,43
77469,39,39,39
77470,42,42,42
77471,42,42,42
77472,41,41,41
77473,39,39,39
77474,38,38,38
77475,39,39,39
77476,43,43,43
77477,46,46,46
77478,52,52,52
77479,48,48,48
77480,41,41,41
77481,40,40,40
77482,45,45,45
77483,49,49,49
77484,49,49,49
77485,48,48,48
77486,47,47,47
77487,48,48,48
77488,47,47,47
77489,46,46,46
77490,48,48,48
77491,54,54,54
77492,55,55,55
77493,52,52,52
77494,45,45,45
77495,45,45,45
77496,47,47,47
77497,46,46,46
77498,43,43,43
77499,39,39,39
77500,41,41,41
